	condition	participant	evaluation	redcube_mean	redcube_std	redcube_N	greencube_mean	greencube_std	greencube_N	bluecube_mean	bluecube_std	bluecube_N	bonus_mean	bonus_std	bonus_N	penalty_mean	penalty_std	penalty_N	lastcube_mean	lastcube_std	lastcube_N	overalltime_mean	overalltime_std	overalltime_N	boxestouched_mean	boxestouched_std	boxestouched_N	edgetouches_mean	edgetouches_std	edgetouches_N	distance_mean	distance_std	distance_N	taskcomplete_mean	taskcomplete_std	taskcomplete_N	removedcubes_mean	removedcubes_std	removedcubes_N	fallofftime_mean	fallofftime_std	fallofftime_N	lastmovedtime_mean	lastmovedtime_std	lastmovedtime_N	timeout_mean	timeout_std	timout_N	firstcube_mean	firstcube_std	firstcube_N	secondcube_mean	secondcube_std	secondcube_N	thirdcube_mean	thirdcube_std	thirdcube_N	firstcube_median	secondcube_median	thirdcube_median	lastcube_median	overalltime_median	boxestouched_median	edgetouches_median	distance_median	fallofftime_median	lastmovedtime_median	tests	keystrokes	searchmethod
92	1.0	59.0	3.0	52.95	56.99	97.0	49.8	51.26	97.0	61.84	74.27	97.0	0.0	0.0	99.0	0.0	0.0	99.0	107.67	78.6	93.0	107.67	78.6	93.0	7.68	2.99	93.0	27.9	24.13	93.0	14030.33	11114.67	93.0	0.94	0.24	99.0	2.94	0.24	99.0			0.0	125.38	103.5	99.0	0.06	0.24	99.0	15.62	10.3	99.0	44.5	31.94	99.0	107.67	78.6	93.0	13.8	35.8	80.6	80.6	80.6	8.0	21.0	9662.19	500.0	80.6	3.0	143.0	3.0
93	1.0	59.0	4.0	33.99	41.72	96.0	25.44	20.6	99.0	45.36	63.26	87.0	0.0	0.0	99.0	0.0	0.0	99.0	73.76	64.79	84.0	73.76	64.79	84.0	7.77	3.74	84.0	6.62	6.25	84.0	3576.97	1792.22	84.0	0.85	0.36	99.0	2.85	0.36	99.0			0.0	123.05	131.53	99.0	0.15	0.36	99.0	8.4	3.47	99.0	27.28	13.49	99.0	73.76	64.79	84.0	8.1	23.3	57.6	57.6	57.6	8.0	5.0	3361.19	500.0	57.6	2.0	27.0	3.0
94	1.0	59.0	5.0	29.67	27.13	94.0	26.59	23.23	99.0	45.19	65.53	85.0	0.0	0.0	99.0	0.0	0.0	99.0	70.73	61.23	80.0	70.73	61.23	80.0	7.52	2.63	80.0	6.36	5.95	80.0	3572.75	1838.77	80.0	0.81	0.4	99.0	2.81	0.4	99.0			0.0	133.75	141.14	99.0	0.19	0.4	99.0	8.4	3.46	99.0	28.01	16.34	99.0	70.73	61.23	80.0	8.2	23.2	59.5	59.5	59.5	8.0	5.0	3434.17	500.0	59.5	1.0	372.0	3.0
95	0.0	60.0	1.0	9.78	6.94	6.0	10.41	6.04	8.0	10.13	5.65	7.0	0.0	0.0	99.0	0.0	0.0	99.0	24.7		1.0	24.7		1.0	8.0		1.0	1.0		1.0	2163.92		1.0	0.01	0.1	99.0	0.21	0.5	99.0	9.71	3.68	98.0	9.86	3.96	99.0	0.0	0.0	99.0	7.92	1.94	18.0	22.85	0.92	2.0	24.7		1.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	99999.0	9.78	9.8	0.0	1775.0	3.0
96	0.0	60.0	2.0	7.46	1.17	5.0	8.37	1.91	7.0	15.18	18.28	6.0	0.0	0.0	99.0	0.0	0.0	99.0			0.0			0.0			0.0			0.0			0.0	0.0	0.0	99.0	0.18	0.39	99.0	10.28	8.22	99.0	10.29	8.22	99.0	0.0	0.0	99.0	10.39	10.59	18.0			0.0			0.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	99999.0	9.78	9.8	3.0	142.0	3.0
97	0.0	60.0	3.0	115.87	79.38	57.0	60.29	64.68	80.0	82.54	73.75	85.0	0.0	0.0	99.0	0.0	0.0	99.0	171.35	89.0	42.0	171.35	89.0	42.0	17.5	9.48	42.0	20.6	9.71	42.0	18287.62	8867.49	42.0	0.42	0.5	99.0	2.24	0.74	99.0			0.0	302.98	127.32	99.0	0.58	0.5	99.0	39.24	32.56	99.0	90.9	60.42	81.0	171.35	89.0	42.0	32.3	91.7	500.0	500.0	500.0	500.0	500.0	99999.0	500.0	399.9	2.0	189.0	3.0
98	0.0	60.0	4.0	86.49	92.26	68.0	71.04	76.38	78.0	64.45	69.26	76.0	0.0	0.0	99.0	0.0	0.0	99.0	158.17	99.96	39.0	158.17	99.96	39.0	12.51	5.19	39.0	10.44	5.52	39.0	13040.13	7608.51	39.0	0.39	0.49	99.0	2.24	0.8	99.0	141.05	132.34	8.0	283.76	142.22	99.0	0.53	0.5	99.0	27.65	19.26	92.0	83.62	74.66	91.0	158.17	99.96	39.0	24.3	61.8	500.0	500.0	500.0	500.0	500.0	99999.0	500.0	399.5	1.0	184.0	3.0
99	0.0	60.0	5.0	47.63	51.59	89.0	37.93	39.44	87.0	30.39	22.99	76.0	0.0	0.0	99.0	0.0	0.0	99.0	79.51	58.83	59.0	79.51	58.83	59.0	9.8	3.15	59.0	5.37	3.33	59.0	6621.09	3905.78	59.0	0.6	0.49	99.0	2.55	0.61	99.0	109.44	38.89	5.0	194.3	159.73	99.0	0.35	0.48	99.0	18.1	12.87	98.0	35.62	25.79	95.0	79.51	58.83	59.0	14.3	27.2	133.1	133.1	133.1	13.0	9.0	10015.42	500.0	113.7	3.0	162.0	3.0
100	1.0	61.0	1.0	21.79	18.54	66.0	14.64	11.71	45.0	13.34	13.23	75.0	4.65	5.01	99.0	1.52	4.37	99.0	44.54	12.05	30.0	41.54	12.49	30.0	13.77	4.49	30.0	7.23	2.34	30.0	2858.85	366.22	30.0	0.3	0.46	99.0	1.88	0.85	99.0			0.0	291.94	164.27	99.0	0.7	0.46	99.0	7.46	5.14	99.0	17.93	9.9	57.0	44.54	12.05	30.0	6.2	27.0	500.0	500.0	500.0	500.0	500.0	99999.0	500.0	399.4	27.0	1449.0	1.0
101	1.0	61.0	2.0	34.3	26.38	96.0	15.29	5.6	97.0	10.08	6.02	89.0	9.7	1.72	99.0	5.86	8.45	99.0	41.83	21.52	85.0	38.06	17.56	85.0	14.19	8.63	85.0	6.59	4.68	85.0	2715.15	286.91	85.0	0.86	0.35	99.0	2.85	0.39	99.0			0.0	37.12	20.06	99.0	0.14	0.35	99.0	6.39	2.72	99.0	15.15	4.66	98.0	41.83	21.52	85.0	6.2	14.5	53.8	53.8	44.0	19.0	9.0	2773.91	500.0	24.2	3.0	87.0	1.0
102	1.0	61.0	3.0	26.62	47.7	95.0	37.7	64.85	93.0	30.7	46.82	97.0	8.28	3.79	99.0	11.41	8.08	99.0	65.97	79.55	87.0	69.3	80.48	87.0	7.83	3.3	87.0	21.8	38.27	87.0	7267.11	7179.38	87.0	0.88	0.33	99.0	2.88	0.33	99.0			0.0	106.37	132.48	99.0	0.12	0.33	99.0	9.09	5.21	99.0	23.97	33.73	99.0	65.97	79.55	87.0	9.3	16.9	35.8	35.8	40.8	8.0	6.0	4638.45	500.0	35.7	2.0	90.0	1.0
103	1.0	61.0	4.0	23.18	33.13	90.0	14.22	6.83	81.0	19.5	12.96	95.0	7.68	4.24	99.0	8.18	7.87	99.0	35.73	34.77	70.0	36.73	35.28	70.0	7.59	3.02	70.0	7.69	15.17	70.0	4657.63	3407.37	70.0	0.71	0.46	99.0	2.69	0.51	99.0			0.0	142.35	169.13	99.0	0.29	0.46	99.0	8.51	4.51	99.0	18.02	6.96	97.0	35.73	34.77	70.0	8.5	16.5	34.9	34.9	39.6	8.0	6.0	4772.84	500.0	34.7	6.0	44.0	1.0
104	1.0	61.0	5.0	23.47	29.82	92.0	18.28	18.86	85.0	26.41	35.21	80.0	7.88	4.11	99.0	7.47	7.61	99.0	44.5	50.4	61.0	45.65	50.13	61.0	8.23	4.18	61.0	12.41	22.75	61.0	6149.84	6847.81	61.0	0.62	0.49	99.0	2.6	0.53	99.0			0.0	180.82	178.12	99.0	0.38	0.49	99.0	10.61	7.79	99.0	21.25	9.94	97.0	44.5	50.4	61.0	9.5	19.0	55.9	55.9	50.4	11.0	12.0	7270.91	500.0	55.9	1.0	327.0	1.0
105	0.0	62.0	1.0	71.18	67.94	99.0	67.31	53.09	96.0	66.71	67.16	99.0	4.95	5.03	99.0	5.15	7.74	99.0	123.81	72.71	96.0	124.13	73.11	96.0	15.22	6.99	96.0	13.98	8.97	96.0	6395.68	3325.18	96.0	0.97	0.17	99.0	2.97	0.17	99.0			0.0	131.92	85.89	99.0	0.03	0.17	99.0	26.67	22.27	99.0	56.43	36.58	99.0	123.81	72.71	96.0	21.9	49.9	108.7	108.7	108.6	14.0	12.0	5630.81	500.0	108.7	0.0	1122.0	1.0
106	0.0	62.0	2.0	53.46	52.41	99.0	55.3	51.7	99.0	58.29	49.41	99.0	11.31	6.49	99.0	11.21	7.73	99.0	97.94	58.53	99.0	97.84	58.78	99.0	13.59	6.66	99.0	14.51	9.28	99.0	6898.03	3694.27	99.0	1.0	0.0	99.0	3.0	0.0	99.0			0.0	97.71	58.49	99.0	0.0	0.0	99.0	20.57	17.1	99.0	48.53	32.47	99.0	97.94	58.53	99.0	15.9	39.3	81.5	81.5	81.2	12.0	13.0	5849.99	500.0	81.2	0.0	194.0	1.0
107	0.0	62.0	3.0	63.87	59.9	99.0	55.44	55.94	99.0	61.27	58.43	99.0	9.9	6.62	99.0	11.11	7.94	99.0	102.37	61.48	99.0	103.58	61.71	99.0	14.18	7.03	99.0	17.47	10.6	99.0	11792.05	7255.2	99.0	1.0	0.0	99.0	3.0	0.0	99.0			0.0	102.29	61.47	99.0	0.0	0.0	99.0	23.41	31.65	99.0	54.8	46.86	99.0	102.37	61.48	99.0	12.0	41.6	92.2	92.2	88.8	13.0	15.0	10539.74	500.0	92.2	0.0	284.0	1.0
108	0.0	62.0	4.0	32.03	27.23	99.0	30.43	35.32	99.0	22.44	19.91	99.0	9.19	6.5	99.0	10.81	8.29	99.0	51.91	35.27	99.0	53.52	37.17	99.0	10.73	4.68	99.0	10.4	7.88	99.0	6805.38	4402.93	99.0	1.0	0.0	99.0	3.0	0.0	99.0			0.0	51.84	35.27	99.0	0.0	0.0	99.0	9.8	6.96	99.0	23.2	14.53	99.0	51.91	35.27	99.0	9.1	18.7	44.5	44.5	43.5	9.0	8.0	6033.67	500.0	44.4	2.0	66.0	1.0
109	0.0	62.0	5.0	26.12	21.93	99.0	27.68	21.95	99.0	31.92	28.88	99.0	2.63	4.42	99.0	3.54	7.04	99.0	51.01	28.5	99.0	51.92	29.43	99.0	10.19	3.87	99.0	10.17	5.98	99.0	6767.8	3457.83	99.0	1.0	0.0	99.0	3.0	0.0	99.0			0.0	50.98	28.49	99.0	0.0	0.0	99.0	11.1	6.59	99.0	23.62	10.82	99.0	51.01	28.5	99.0	10.1	22.1	43.3	43.3	43.8	10.0	9.0	5917.29	500.0	43.3	2.0	184.0	1.0
110	1.0	63.0	1.0			0.0			0.0			0.0	0.0	0.0	99.0	0.0	0.0	99.0			0.0			0.0			0.0			0.0			0.0	0.0	0.0	99.0	0.0	0.0	99.0			0.0	0.0	0.0	99.0	1.0	0.0	99.0			0.0			0.0			0.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	99999.0	500.0	0.0	18.0	1361.0	1.0
111	1.0	63.0	2.0	5.64	0.87	5.0	6.34	1.45	7.0	5.84	1.59	5.0	0.0	0.0	99.0	0.0	0.0	99.0			0.0			0.0			0.0			0.0			0.0	0.0	0.0	99.0	0.17	0.38	99.0	7.18	2.32	99.0	7.18	2.32	99.0	0.0	0.0	99.0	5.99	1.31	17.0			0.0			0.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	99999.0	7.31	7.3	3.0	228.0	1.0
112	1.0	63.0	3.0	95.37	95.44	97.0	97.14	79.85	99.0	93.83	108.76	99.0	0.0	0.0	99.0	0.0	0.0	99.0	187.8	101.4	97.0	187.8	101.4	97.0	15.16	7.01	97.0	14.78	7.91	97.0	16688.15	8962.65	97.0	0.98	0.14	99.0	2.98	0.14	99.0			0.0	192.08	104.75	99.0	0.02	0.14	99.0	26.9	18.71	99.0	73.51	55.1	99.0	187.8	101.4	97.0	23.9	54.1	186.7	186.7	186.7	14.0	14.0	16386.61	500.0	186.7	1.0	25.0	1.0
113	1.0	63.0	4.0	95.36	95.44	97.0	97.14	79.85	99.0	93.83	108.76	99.0	3.84	4.89	99.0	4.14	7.29	99.0	187.8	101.4	97.0	188.11	101.58	97.0	15.16	7.01	97.0	14.78	7.91	97.0	16688.15	8962.65	97.0	0.98	0.14	99.0	2.98	0.14	99.0			0.0	192.08	104.75	99.0	0.02	0.14	99.0	26.9	18.71	99.0	73.51	55.1	99.0	187.8	101.4	97.0	23.9	54.1	186.7	186.7	186.7	14.0	14.0	16386.61	500.0	186.7	2.0	191.0	1.0
114	1.0	63.0	5.0	42.17	60.71	71.0	58.11	75.14	46.0	39.34	63.91	81.0	5.96	4.93	99.0	3.03	5.24	99.0	88.18	98.79	29.0	84.73	100.89	29.0	11.1	8.56	29.0	8.48	9.28	29.0	10102.21	11210.85	29.0	0.29	0.46	99.0	2.0	0.82	99.0			0.0	308.62	152.08	99.0	0.71	0.46	99.0	19.02	11.64	95.0	60.66	76.54	74.0	88.18	98.79	29.0	19.3	41.0	500.0	500.0	500.0	500.0	500.0	99999.0	500.0	400.0	3.0	175.0	1.0
115		64.0	1.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0													
116		64.0	2.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0													
117		64.0	3.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0													
118		64.0	4.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0													
119		64.0	5.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0													
120	1.0	65.0	1.0	32.09	19.19	99.0	44.21	25.0	99.0	32.62	12.37	99.0	0.0	0.0	99.0	0.0	0.0	99.0	56.7	16.16	99.0	56.7	16.16	99.0	10.54	3.93	99.0	4.25	1.34	99.0	3728.88	1071.45	99.0	1.0	0.0	99.0	3.0	0.0	99.0			0.0	56.7	16.16	99.0	0.0	0.0	99.0	17.96	10.58	99.0	34.27	10.18	99.0	56.7	16.16	99.0	16.4	34.0	56.0	56.0	56.0	10.0	4.0	3884.07	500.0	56.0	21.0	1700.0	1.0
121	1.0	65.0	2.0			0.0			0.0			0.0	0.0	0.0	99.0	0.0	0.0	99.0			0.0			0.0			0.0			0.0			0.0	0.0	0.0	99.0	0.0	0.0	99.0			0.0	0.0	0.0	99.0	1.0	0.0	99.0			0.0			0.0			0.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	99999.0	500.0	0.0	2.0	148.0	1.0
122	1.0	65.0	3.0	30.12	21.01	99.0	43.06	23.39	99.0	35.88	15.18	99.0	0.0	0.0	99.0	0.0	0.0	99.0	57.76	16.6	99.0	57.76	16.6	99.0	10.65	3.78	99.0	4.31	1.4	99.0	3734.18	1112.58	99.0	1.0	0.0	99.0	3.0	0.0	99.0			0.0	57.76	16.6	99.0	0.0	0.0	99.0	17.07	9.51	99.0	34.22	9.75	99.0	57.76	16.6	99.0	14.4	33.0	55.3	55.3	55.3	10.0	4.0	3586.33	500.0	55.3	2.0	149.0	1.0
123	1.0	65.0	4.0	109.74	115.78	67.0	145.09	113.04	87.0	131.21	96.95	75.0	0.0	0.0	99.0	0.0	0.0	99.0	155.63	104.48	52.0	155.63	104.48	52.0	21.44	14.87	52.0	9.87	6.74	52.0	8307.21	5872.06	52.0	0.53	0.5	99.0	2.31	0.85	99.0			0.0	246.19	139.69	99.0	0.47	0.5	99.0	105.5	105.02	95.0	142.7	112.7	82.0	155.63	104.48	52.0	48.9	168.1	394.2	394.2	394.2	46.0	25.0	18909.33	500.0	265.1	1.0	77.0	1.0
124	1.0	65.0	5.0	70.54	50.66	93.0	68.45	50.81	96.0	99.34	61.22	91.0	0.0	0.0	99.0	0.0	0.0	99.0	127.35	54.35	83.0	127.35	54.35	83.0	19.6	9.03	83.0	9.17	4.03	83.0	7775.77	3224.41	83.0	0.84	0.37	99.0	2.83	0.41	99.0			0.0	171.25	112.27	99.0	0.16	0.37	99.0	37.08	28.13	99.0	80.92	43.74	98.0	127.35	54.35	83.0	31.7	74.7	136.0	136.0	136.0	22.0	10.0	8526.99	500.0	136.0	4.0	277.0	1.0
125	0.0	66.0	1.0	31.2		1.0			0.0	35.0		1.0	0.0	0.0	99.0	0.1	1.01	99.0			0.0			0.0			0.0			0.0			0.0	0.0	0.0	99.0	0.02	0.14	99.0	54.25	16.8	18.0	11.19	21.63	99.0	0.82	0.39	99.0	33.1	2.69	2.0			0.0			0.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	99999.0	500.0	1.7	0.0	4396.0	3.0
126	0.0	66.0	2.0			0.0			0.0			0.0	0.0	0.0	99.0	0.0	0.0	99.0			0.0			0.0			0.0			0.0			0.0	0.0	0.0	99.0	0.0	0.0	99.0			0.0	317.31	157.62	99.0	1.0	0.0	99.0			0.0			0.0			0.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	99999.0	500.0	399.1	3.0	154.0	3.0
127	0.0	66.0	3.0	69.68	42.91	17.0	74.69	31.56	10.0	72.14	50.53	12.0	0.0	0.0	99.0	0.0	0.0	99.0	138.1		1.0	138.1		1.0	4.0		1.0	2.0		1.0	2284.25		1.0	0.01	0.1	99.0	0.39	0.57	99.0	92.01	44.15	53.0	232.05	156.66	99.0	0.45	0.5	99.0	66.31	37.9	36.0	135.9	51.9	2.0	138.1		1.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	99999.0	179.89	159.0	3.0	62.0	3.0
128	0.0	66.0	4.0	101.95	73.97	24.0	91.97	68.34	21.0	96.64	53.28	23.0	0.0	0.0	99.0	0.0	0.0	99.0	226.6	43.94	6.0	226.6	43.94	6.0	12.67	6.28	6.0	4.83	0.98	6.0	6385.6	1694.56	6.0	0.06	0.24	99.0	0.69	0.88	99.0	94.09	46.29	48.0	240.52	152.07	99.0	0.45	0.5	99.0	62.06	24.4	47.0	154.97	51.59	15.0	226.6	43.94	6.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	99999.0	500.0	216.0	4.0	178.0	3.0
129	0.0	66.0	5.0	76.51	61.97	21.0	60.55	33.14	24.0	94.0	63.29	17.0	0.0	0.0	99.0	0.0	0.0	99.0	154.17	50.84	3.0	154.17	50.84	3.0	6.33	4.04	3.0	5.67	3.79	3.0	5986.3	2244.76	3.0	0.03	0.17	99.0	0.63	0.75	99.0	89.55	62.5	53.0	225.59	159.33	99.0	0.43	0.5	99.0	61.69	34.28	49.0	117.28	88.45	10.0	154.17	50.84	3.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	99999.0	203.16	172.6	7.0	114.0	3.0
130		67.0	1.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0											18.0	1832.0	
131		67.0	2.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0											2.0	414.0	
132		67.0	3.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0											2.0	208.0	
133		67.0	4.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0											1.0	626.0	
134		67.0	5.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0			0.0											3.0	352.0	
135	0.0	68.0	1.0	6.2	1.07	5.0	7.41	2.7	7.0	6.46	1.54	5.0	0.0	0.0	99.0	0.0	0.0	99.0			0.0			0.0			0.0			0.0			0.0	0.0	0.0	99.0	0.17	0.38	99.0			0.0	395.86	40.19	99.0	1.0	0.0	99.0	6.78	1.98	17.0			0.0			0.0	500.0	500.0	500.0	500.0	500.0	500.0	500.0	99999.0	500.0	400.0	0.0	1279.0	1.0
136	0.0	68.0	2.0	43.59	33.36	99.0	51.68	45.25	99.0	33.28	41.16	99.0	0.0	0.0	99.0	0.0	0.0	99.0	81.01	44.81	99.0	81.01	44.81	99.0	8.23	2.85	99.0	38.1	29.96	99.0	4056.11	1481.36	99.0	1.0	0.0	99.0	3.0	0.0	99.0			0.0	80.87	44.84	99.0	0.0	0.0	99.0	10.71	6.51	99.0	36.84	20.63	99.0	81.01	44.81	99.0	8.6	32.6	66.3	66.3	66.3	8.0	33.0	3535.8	500.0	66.1	1.0	89.0	2.0
137	0.0	68.0	3.0	45.63	36.22	99.0	47.07	40.97	98.0	35.7	47.53	99.0	0.0	0.0	99.0	0.0	0.0	99.0	82.89	47.56	98.0	82.89	47.56	98.0	7.9	2.47	98.0	32.07	24.11	98.0	4955.09	2282.31	98.0	0.99	0.1	99.0	2.99	0.1	99.0			0.0	85.96	57.02	99.0	0.01	0.1	99.0	10.47	6.1	99.0	35.4	17.78	99.0	82.89	47.56	98.0	8.6	32.2	75.5	75.5	75.5	7.0	26.0	4750.52	500.0	75.4	2.0	322.0	2.0
138	0.0	68.0	4.0	121.54	99.56	81.0	62.3	90.72	89.0	134.46	104.89	84.0	0.0	0.0	99.0	0.0	0.0	99.0	225.39	87.92	61.0	225.39	87.92	61.0	30.61	19.91	61.0	78.64	46.32	61.0	8737.39	3621.43	61.0	0.62	0.49	99.0	2.57	0.61	99.0			0.0	292.05	109.27	99.0	0.38	0.49	99.0	20.94	21.47	98.0	114.57	79.47	95.0	225.39	87.92	61.0	13.2	117.9	300.8	300.8	300.8	38.0	108.0	11747.75	500.0	300.8	3.0	96.0	2.0
139	0.0	68.0	5.0	47.03	49.19	98.0	41.41	60.77	96.0	27.17	40.38	99.0	0.0	0.0	99.0	0.0	0.0	99.0	84.68	67.85	95.0	84.68	67.85	95.0	11.51	10.72	95.0	29.6	31.32	95.0	4776.02	3135.15	95.0	0.96	0.2	99.0	2.96	0.2	99.0			0.0	97.29	91.04	99.0	0.04	0.2	99.0	7.57	2.4	99.0	25.05	13.36	99.0	84.68	67.85	95.0	7.3	21.8	66.2	66.2	66.2	8.0	26.0	4461.16	500.0	66.2	3.0	81.0	2.0
140	1.0	69.0	1.0	48.83	44.94	97.0	42.41	36.12	97.0	51.35	66.38	96.0	0.0	0.0	99.0	0.0	0.0	99.0	89.82	64.71	93.0	89.82	64.71	93.0	13.42	6.21	93.0	8.34	7.13	93.0	5610.07	2857.66	93.0	0.94	0.24	99.0	2.93	0.29	99.0	142.8	100.51	5.0	95.47	73.69	99.0	0.01	0.1	99.0	16.36	10.2	99.0	38.85	28.11	98.0	89.82	64.71	93.0	14.1	33.6	72.1	72.1	72.1	13.0	7.0	5132.28	500.0	72.0	28.0	2003.0	2.0
141	1.0	69.0	2.0	73.77	47.53	97.0	85.42	59.77	92.0	60.78	45.15	97.0	0.0	0.0	99.0	0.0	0.0	99.0	116.08	55.49	90.0	116.08	55.49	90.0	25.5	6.33	90.0	8.07	4.49	90.0	5650.28	2516.35	90.0	0.91	0.29	99.0	2.89	0.37	99.0	123.79	54.77	6.0	124.76	71.94	99.0	0.03	0.17	99.0	35.81	22.08	99.0	71.33	38.22	97.0	116.08	55.49	90.0	31.8	61.7	109.3	109.3	109.3	25.0	8.0	5395.53	500.0	105.7	3.0	288.0	2.0
